Y,X1,X2,X3, 
755856,181,261,16, 
126592128,642,474,416, 
37675984,118,373,856, 
327069600,953,780,440, 
602384220,795,813,932, 
25738496,271,848,112, 
494202192,888,617,902, 
176522866,991,442,403, 
278288640,493,784,720, 
16912800,580,648,45, 
1756755,99,195,91, 
259008435,567,887,515, 
47031000,122,750,514, 
55510248,258,596,361, 
5124600,360,15,949, 
205834980,255,817,988, 
612835200,864,820,865, 
386168832,657,896,656, 
123499376,364,484,701, 
537750120,782,730,942, 
169589420,572,985,301, 
78274980,730,138,777, 
76888350,825,634,147, 
28365414,98,537,539, 
645458112,936,974,708, 
407925980,958,553,770, 
367812320,736,787,635, 
99528660,903,501,220, 
63982845,261,831,295, 
217303296,498,448,974, 
8481480,40,483,439, 
212080044,789,451,596, 
26270583,417,73,863, 
7754370,15,767,674, 
114079598,958,193,617, 
99533856,788,831,152, 
50361102,649,958,81, 
265426960,620,817,524, 
3241215,795,9,453, 
46627710,190,457,537, 
8745100,325,124,217, 
21025476,521,708,57, 
15004832,38,667,592, 
11314809,459,747,33, 
75637128,237,328,973, 
604390932,951,753,844, 
210828800,905,896,260, 
248415300,393,980,645, 
503275512,667,894,844, 
10628790,643,57,290, 
13916955,145,107,897, 
25765500,75,965,356, 
54528520,901,680,89, 
125724592,868,196,739, 
426157494,797,878,609, 
236281606,902,323,811, 
352288500,893,526,750, 
46702656,264,351,504, 
243804960,570,798,536, 
85796928,173,738,672, 
257672800,890,376,770, 
50858928,618,108,762, 
33068196,83,918,434, 
84307104,994,558,152, 
215419680,774,280,994, 
2283075,139,657,25, 
579977775,975,851,699, 
150480960,735,914,224, 
262376478,934,637,441, 
137837700,462,650,459, 
249105960,632,855,461, 
14384565,367,65,603, 
56441170,590,271,353, 
544167580,671,860,943, 
7760610,715,402,27, 
219439440,538,990,412, 
21406077,869,153,161, 
49439880,126,853,460, 
176859630,865,307,666, 
31651672,104,571,533, 
238557150,985,621,390, 
65216151,889,99,741, 
3499320,241,33,440, 
31259968,74,614,688, 
568027600,730,794,980, 
5281016,221,824,29, 
41998000,913,125,368, 
145663462,437,406,821, 
87933360,223,465,848, 
126392208,372,841,404, 
200591347,787,493,517, 
101293560,684,295,502, 
169859690,455,478,781, 
40217984,368,719,152, 
10073448,198,316,161, 
128884851,531,543,447, 
189392,19,178,56, 
25746336,129,864,231, 
401249277,627,793,807, 
24348924,669,337,108, 
45775081,277,181,913, 
185191200,600,534,578, 
63486192,712,154,579, 
18226944,64,324,879, 
275299640,770,452,791, 
159891536,908,662,266, 
269874000,957,940,300, 
133229796,534,994,251, 
182119160,610,739,404, 
83095320,115,759,952, 
81312444,386,249,846, 
4111296,322,798,16, 
82914480,360,361,638, 
12436200,140,90,987, 
319470000,926,345,1000, 
37850500,365,340,305, 
387134160,860,932,483, 
17001996,853,604,33, 
360246432,728,903,548, 
424225896,709,699,856, 
12030480,330,124,294, 
5840220,109,95,564, 
47028401,551,137,623, 
31627216,268,181,652, 
100914471,581,919,189, 
269577368,824,479,683, 
187184844,549,756,451, 
12520872,84,294,507, 
9898658,323,154,199, 
17629612,238,259,286, 
83962368,548,266,576, 
33736925,163,487,425, 
14563200,123,740,160, 
622007100,891,975,716, 
107119584,918,286,408, 
101161866,321,713,442, 
307283977,559,847,649, 
599808,142,528,8, 
70810288,142,664,751, 
639101826,783,913,894, 
118183948,613,628,307, 
70545690,151,522,895, 
41054850,545,243,310, 
24382000,334,125,584, 
87599232,213,918,448, 
7818930,945,197,42, 
51336000,372,300,460, 
23361240,959,174,140, 
39108160,158,520,476, 
71444318,106,863,781, 
28705248,41,936,748, 
174626075,325,941,571, 
223209744,879,472,538, 
217425277,641,787,431, 
95142960,165,879,656, 
231654072,806,516,557, 
468887760,584,811,990, 
4939902,409,366,33, 
21830592,592,878,42, 
141779860,610,251,926, 
35912982,987,161,226, 
97388784,801,408,298, 
25625808,351,624,117, 
667784754,819,998,817, 
263751852,822,559,574, 
49785750,150,545,609, 
50155200,675,192,387, 
131442120,498,265,996, 
328831846,427,821,938, 
61912944,794,171,456, 
343810244,646,947,562, 
29659966,994,563,53, 
12516462,98,617,207, 
294531741,861,573,597, 
68916100,430,682,235, 
32576040,651,60,834, 
131596375,475,335,827, 
142305119,737,293,659, 
7188480,624,40,288, 
14876320,32,853,545, 
154322560,784,259,760, 
234911094,982,363,659, 
4465560,34,132,995, 
1081498,218,451,11, 
22586476,62,638,571, 
9673614,499,54,359, 
241322760,540,959,466, 
7783929,177,137,321, 
44664624,606,332,222, 
2270760,4,745,762, 
17909502,149,897,134, 
43625736,473,756,122, 
35121372,211,572,291, 
12067776,112,146,738, 
4357270,34,361,355, 
163592520,213,844,910, 
18218905,59,755,409, 
22260504,49,823,552, 
2516112,303,346,24, 
145936384,632,656,352, 
23563904,952,136,182, 
37704870,617,873,70, 
353264219,569,847,733, 
3622008,494,78,94, 
44485650,946,475,99, 
434697587,733,977,607, 
547936820,710,874,883, 
380947944,852,754,593, 
22917246,93,974,253, 
99938840,382,635,412, 
19100718,299,819,78, 
11537070,745,174,89, 
35945520,281,156,820, 
66298144,874,431,176, 
2146144,134,286,56, 
798553132,949,997,844, 
145285140,574,649,390, 
62595000,125,780,642, 
24684800,175,928,152, 
9913992,141,517,136, 
257892624,738,968,361, 
36776064,139,416,636, 
1394490,282,23,215, 
3179120,784,5,811, 
131862236,803,673,244, 
336914424,517,756,862, 
39416046,718,87,631, 
30515616,772,72,549, 
28570080,773,110,336, 
110089548,219,771,652, 
470679462,649,937,774, 
2538690,49,110,471, 
18864384,928,24,847, 
92692602,969,447,214, 
24084480,120,448,448, 
103578748,689,236,637, 
2199193,19,283,409, 
2100708,367,12,477, 
29277072,297,976,101, 
139562085,751,953,195, 
11173968,254,47,936, 
543402720,987,888,620, 
29511440,151,560,349, 
59366496,668,161,552, 
131241630,691,195,974, 
193043508,644,613,489, 
42824925,363,363,325, 
5273100,310,810,21, 
42887636,244,551,319, 
158088920,605,356,734, 
42957054,366,567,207, 
275683306,433,898,709, 
269648000,400,760,887, 
20952500,34,986,625, 
10092874,47,227,946, 
25184268,668,59,639, 
130240858,713,361,506, 
477299095,589,959,845, 
47963200,496,100,967, 
12310782,62,547,363, 
35735040,198,705,256, 
13191360,755,208,84, 
25746340,106,454,535, 
522793740,931,735,764, 
45181440,576,106,740, 
728016,4,348,523, 
87132160,536,508,320, 
116729756,454,319,806, 
142711668,522,289,946, 
33008921,803,407,101, 
13800000,1000,100,138, 
138188358,358,693,557, 
9556380,162,170,347, 
82314624,452,813,224, 
12087,3,237,17, 
11935700,578,175,118, 
3304686,311,138,77, 
302393580,586,835,618, 
29306520,72,635,641, 
73159254,189,602,643, 
81236688,156,844,617, 
123860640,816,430,353, 
75150075,847,845,105, 
26808320,280,748,128, 
54273384,68,834,957, 
134711400,940,255,562, 
128647024,527,584,418, 
241090278,598,643,627, 
148337248,848,587,298, 
223985328,812,762,362, 
96577884,442,398,549, 
171400761,973,851,207, 
8425248,104,516,157, 
18583200,267,145,480, 
42331680,480,239,369, 
38756200,868,47,950, 
474877320,698,986,690, 
104269572,363,303,948, 
115852110,535,579,374, 
273255744,849,856,376, 
22117812,276,631,127, 
1872000,400,18,260, 
300754944,666,512,882, 
43375176,513,104,813, 
110165184,316,432,807, 
23032820,535,916,47, 
73590712,689,316,338, 
280446012,679,596,693, 
109993176,828,523,254, 
56658512,542,146,716, 
248198330,349,985,722, 
445645494,798,917,609, 
18873000,466,225,180, 
30659538,241,546,233, 
3220398,927,6,579, 
111661440,187,933,640, 
36044320,688,62,845, 
301255416,462,921,708, 
806550,285,10,283, 
407647584,711,608,943, 
453600,40,945,12, 
161182890,855,418,451, 
109553040,757,240,603, 
392137592,862,539,844, 
282571479,883,333,961, 
1636180,116,91,155, 
242954192,806,919,328, 
134077680,330,456,891, 
21851127,621,37,951, 
53034254,238,793,281, 
370686960,784,665,711, 
122731887,537,437,523, 
11468340,377,180,169, 
193923104,839,932,248, 
132200112,737,404,444, 
93699060,917,655,156, 
13747128,339,296,137, 
30216384,608,99,502, 
47359320,439,696,155, 
5657872,34,671,248, 
18393144,444,77,538, 
229387456,428,779,688, 
276424974,718,567,679, 
4368850,145,131,230, 
134230480,634,335,632, 
327635385,857,385,993, 
59009376,111,592,898, 
4719264,82,264,218, 
328995288,582,978,578, 
6655500,459,50,290, 
138648510,702,665,297, 
344987531,791,743,587, 
61992000,300,615,336, 
69805235,545,367,349, 
39660544,503,128,616, 
82120280,517,418,380, 
7063007,833,61,139, 
23896,412,58,1, 
13938483,41,379,897, 
281595160,706,770,518, 
63700,35,4,455, 
48309940,116,815,511, 
37503180,585,517,124, 
1577664,249,176,36, 
412944480,516,810,988, 
308125000,625,725,680, 
72067050,207,550,633, 
105706384,188,934,602, 
64467000,190,870,390, 
131003520,960,142,961, 
207455488,584,653,544, 
105513750,249,678,625, 
64896,2,104,312, 
164008644,878,573,326, 
77112000,336,500,459, 
148086248,796,557,334, 
76619256,184,553,753, 
100162566,931,139,774, 
216005400,442,724,675, 
272699856,697,936,418, 
25591025,97,305,865, 
33858552,838,777,52, 
6607084,803,34,242, 
261349716,519,961,524, 
216186894,981,297,742, 
21146487,417,157,323, 
424479720,966,508,865, 
19750588,946,949,22, 
153497400,227,966,700, 
106748985,485,987,223, 
246590496,438,951,592, 
533400,635,6,140, 
43289802,162,757,353, 
1919610,831,15,154, 
30378745,943,379,85, 
264284856,792,459,727, 
43814100,850,213,242, 
16692280,88,643,295, 
297403500,993,500,599, 
3470456,698,11,452, 
12982256,196,571,116, 
44137730,533,845,98, 
14719680,36,760,538, 
307877088,843,808,452, 
74996928,782,888,108, 
163853508,364,829,543, 
68460600,312,655,335, 
110199320,967,148,770, 
3511404,549,82,78, 
28168371,153,231,797, 
16873824,304,174,319, 
170238888,409,846,492, 
61899282,522,841,141, 
32126682,889,114,317, 
90179271,289,889,351, 
20237520,37,645,848, 
38594700,148,855,305, 
20141940,868,195,119, 
1609407,157,603,17, 
43281810,570,429,177, 
122444544,278,496,888, 
995670,23,234,185, 
18699664,382,422,116, 
308668992,678,694,656, 
602619732,909,988,671, 
246187504,752,443,739, 
30993056,157,992,199, 
22112607,269,141,583, 
41717056,79,592,892, 
355692708,857,756,549, 
33230400,60,860,644, 
107652160,514,238,880, 
45248280,264,415,413, 
18897606,834,83,273, 
139364695,151,937,985, 
171161100,565,891,340, 
1568320,208,754,10, 
10785600,280,40,963, 
39051285,183,455,469, 
187014044,854,446,491, 
97107955,907,437,245, 
83193888,848,166,591, 
2199744,192,19,603, 
47056850,83,850,667, 
47633670,558,271,315, 
126930375,429,375,789, 
7549200,600,18,699, 
14320200,100,174,823, 
58761288,162,543,668, 
3264646,187,203,86, 
511701120,777,980,672, 
630617,13,179,271, 
24339658,269,322,281, 
1931844,12,703,229, 
296828224,938,992,319, 
76362000,650,267,440, 
27847500,47,625,948, 
1632708,31,308,171, 
135354240,756,240,746, 
1261260,210,182,33, 
507551076,789,963,668, 
2022930,741,15,182, 
90858233,751,359,337, 
1120164,17,289,228, 
3333210,137,811,30, 
40716900,281,252,575, 
387864414,813,921,518, 
15307884,318,226,213, 
24569244,942,567,46, 
16423264,176,97,962, 
88326900,753,276,425, 
116032096,431,358,752, 
43726200,150,718,406, 
3466032,8,886,489, 
323745560,703,794,580, 
25474064,308,667,124, 
127385730,281,621,730, 
18216228,489,278,134, 
227980200,425,618,868, 
23915584,422,322,176, 
407877948,829,948,519, 
16321760,380,118,364, 
14268000,30,725,656, 
262833480,910,639,452, 
49867488,891,106,528, 
190537446,557,438,781, 
236750500,460,595,865, 
213932250,705,357,850, 
189287130,303,895,698, 
321209280,565,864,658, 
9700662,177,134,409, 
368388948,722,831,614, 
18195654,193,114,827, 
43817810,454,199,485, 
30361870,35,917,946, 
47074500,951,165,300, 
214574928,376,838,681, 
442104,109,8,507, 
103288012,716,181,797, 
205707768,966,383,556, 
3059390,155,278,71, 
8863344,189,977,48, 
108680220,393,838,330, 
289037320,845,676,506, 
311427584,568,832,659, 
98151102,567,531,326, 
417920916,489,917,932, 
248978457,959,819,317, 
153215594,629,274,889, 
11642688,116,738,136, 
38837340,954,115,354, 
134435763,441,749,407, 
57915552,116,879,568, 
83917365,707,193,615, 
21243200,710,136,220, 
27736800,508,280,195, 
171711936,328,661,792, 
244390179,409,953,627, 
319538010,779,605,678, 
36698376,442,111,748, 
114280605,999,167,685, 
118138486,214,743,743, 
10873016,77,929,152, 
13087468,257,439,116, 
3447360,19,336,540, 
12903192,94,246,558, 
109051456,284,412,932, 
180716858,917,422,467, 
33602140,130,379,682, 
187892430,605,382,813, 
40687920,45,936,966, 
1589805,309,15,343, 
35321920,860,68,604, 
19188780,73,337,780, 
7958805,391,295,69, 
77056536,606,332,383, 
15391278,46,987,339, 
203832000,375,912,596, 
210552192,576,947,386, 
70487100,289,900,271, 
42412104,172,309,798, 
205649040,262,844,930, 
63618048,416,216,708, 
166602060,818,657,310, 
75429696,713,348,304, 
152121186,573,774,343, 
55148952,708,158,493, 
89366992,278,572,562, 
15091029,81,489,381, 
13836024,109,516,246, 
7551175,205,695,53, 
203509800,892,702,325, 
237946848,358,732,908, 
183722094,601,918,333, 
63356904,981,207,312, 
5087280,41,660,188, 
165470942,338,679,721, 
88808880,219,592,685, 
48557600,455,667,160, 
583368,109,446,12, 
114623600,455,536,470, 
33425742,41,826,987, 
76955648,427,512,352, 
57478725,383,725,207, 
577707072,961,992,606, 
90680464,602,991,152, 
241998848,848,832,343, 
481395,15,67,479, 
93995328,168,776,721, 
92023800,876,955,110, 
37237395,255,239,611, 
92545200,95,984,990, 
485188704,936,714,726, 
178743916,442,482,839, 
33732192,624,179,302, 
98264718,387,606,419, 
30519764,83,671,548, 
147940800,224,850,777, 
149632020,423,769,460, 
14899170,453,230,143, 
165281440,716,995,232, 
77774536,497,248,631, 
88062346,289,607,502, 
242797770,795,342,893, 
157453722,703,414,541, 
198196086,517,706,543, 
64876336,133,709,688, 
193193280,555,888,392, 
2712744,661,152,27, 
66128678,379,721,242, 
4401760,976,110,41, 
52673280,946,174,320, 
12603068,142,398,223, 
344272144,659,824,634, 
741482056,862,991,868, 
133611120,948,324,435, 
123264375,375,845,389, 
264399684,541,834,586, 
241798242,714,707,479, 
74913804,553,477,284, 
344676600,435,930,852, 
3344640,67,208,240, 
31140655,769,455,89, 
66005352,882,106,706, 
424289160,695,732,834, 
148260736,641,416,556, 
119014024,817,524,278, 
645877960,764,910,929, 
193403700,379,567,900, 
6455988,476,411,33, 
37423280,940,269,148, 
27133496,412,221,298, 
40029932,967,158,262, 
557480,616,5,181, 
366754608,594,683,904, 
13371885,411,723,45, 
28887950,130,907,245, 
195387392,272,976,736, 
60707556,234,261,994, 
22928220,210,186,587, 
676637856,914,848,873, 
52660176,796,596,111, 
327753088,832,862,457, 
40584456,171,899,264, 
1477840,56,455,58, 
25376120,35,847,856, 
621887856,894,712,977, 
14010480,348,732,55, 
85648640,560,484,316, 
199178496,319,813,768, 
230569512,446,643,804, 
8750500,275,148,215, 
128121750,486,925,285, 
221639544,774,487,588, 
205333650,765,778,345, 
129174960,730,303,584, 
1243508,2,623,998, 
889056,882,336,3, 
368956896,518,852,836, 
42027765,169,295,843, 
244813824,696,687,512, 
13757850,645,79,270, 
19191016,299,226,284, 
492836432,584,979,862, 
41752260,213,594,330, 
138402210,619,870,257, 
244002850,815,455,658, 
209522144,884,424,559, 
114425368,628,782,233, 
203438592,833,384,636, 
96341088,856,498,226, 
195841360,530,836,442, 
286543362,994,939,307, 
432531000,514,900,935, 
75368448,464,432,376, 
5216552,634,242,34, 
646232256,972,912,729, 
215284626,769,453,618, 
234260832,674,624,557, 
21539518,638,53,637, 
277957760,821,736,460, 
42263883,617,387,177, 
27607800,110,705,356, 
44802912,363,133,928, 
333965736,844,741,534, 
572796640,884,776,835, 
104837772,732,479,299, 
320024880,376,965,882, 
324872250,445,785,930, 
340497752,604,601,938, 
158718846,871,726,251, 
746496,54,256,54, 
187293600,828,312,725, 
70387200,188,416,900, 
187058872,611,308,994, 
24165864,81,372,802, 
18694860,285,92,713, 
51884364,551,826,114, 
114326784,347,792,416, 
20291480,862,44,535, 
115829886,618,281,667, 
170678799,531,349,921, 
7716800,371,160,130, 
328136498,838,703,557, 
11112876,412,81,333, 
20529320,628,467,70, 
158938632,492,822,393, 
32511648,416,717,109, 
8517870,31,387,710, 
182921480,757,863,280, 
123936525,265,855,547, 
15683484,762,502,41, 
21416920,70,343,892, 
209740050,765,494,555, 
844940,830,2,509, 
4213440,112,44,855, 
239502600,470,570,894, 
145771920,930,933,168, 
3460800,309,14,800, 
1616160,195,56,148, 
272482056,381,792,903, 
565028604,854,826,801, 
178152933,381,997,469, 
12519500,245,700,73, 
18187104,26,912,767, 
232617770,953,385,634, 
1928058,33,262,223, 
17083526,482,67,529, 
37903320,273,445,312, 
79094125,575,205,671, 
81231619,287,383,739, 
83811624,628,377,354, 
93157584,674,886,156, 
2389200,120,362,55, 
292864572,891,546,602, 
147589064,553,292,914, 
9500868,39,804,303, 
5375052,157,36,951, 
4047472,319,976,13, 
478811520,916,528,990, 
28980044,586,158,313, 
119552208,282,538,788, 
34358016,77,581,768, 
465160,10,116,401, 
742560,80,102,91, 
17906900,146,275,446, 
49444670,193,935,274, 
118885144,724,634,259, 
1683332,761,7,316, 
15259571,523,179,163, 
69170752,161,448,959, 
282296616,917,606,508, 
208739574,466,639,701, 
86191872,712,776,156, 
588530709,963,887,689, 
5091240,133,87,440, 
82636281,481,567,303, 
116459550,771,570,265, 
114064390,181,935,674, 
111005265,509,651,335, 
288297104,359,848,947, 
73865088,536,264,522, 
11089440,108,680,151, 
42141090,465,226,401, 
3615625,445,125,65, 
10017216,31,544,594, 
168508206,582,309,937, 
257763275,517,925,539, 
3251556,759,36,119, 
1471680,224,45,146, 
556971168,988,849,664, 
260069760,554,489,960, 
149410506,821,619,294, 
11149272,71,727,216, 
43425600,830,240,218, 
185762720,353,920,572, 
57424400,775,421,176, 
30270240,910,432,77, 
456148880,713,880,727, 
211258860,788,915,293, 
91282464,774,336,351, 
28121644,499,386,146, 
44230104,696,69,921, 
30553600,896,550,62, 
121833118,799,638,239, 
90897465,813,295,379, 
4312224,63,736,93, 
98096730,262,687,545, 
38267216,494,92,842, 
184782941,659,287,977, 
89455314,557,213,754, 
203749182,813,378,663, 
195562560,521,480,782, 
19220400,456,75,562, 
93870216,261,671,536, 
213125528,886,847,284, 
529219530,879,915,658, 
11990349,189,171,371, 
26089440,65,678,592, 
115591482,258,603,743, 
100157280,762,530,248, 
104446980,261,428,935, 
142859687,527,307,883, 
184792410,495,478,781, 
142387362,559,534,477, 
125793864,271,921,504, 
48632625,311,375,417, 
68212080,898,844,90, 
9906010,653,410,37, 
25281720,51,510,972, 
41081856,512,933,86, 
128754780,899,372,385, 
53355120,490,312,349, 
323999676,999,396,819, 
474358392,642,919,804, 
62009064,312,433,459, 
259632219,777,821,407, 
9578556,633,78,194, 
31252032,184,252,674, 
346597888,728,688,692, 
217749600,593,480,765, 
22318384,44,733,692, 
19690008,156,446,283, 
303985710,735,851,486, 
7299188,26,718,391, 
5526144,52,162,656, 
47337410,566,215,389, 
79289763,167,983,483, 
6950580,201,455,76, 
27814083,681,517,79, 
7651644,143,98,546, 
21170160,486,440,99, 
119001120,331,560,642, 
10500552,282,348,107, 
114083760,763,560,267, 
721735630,982,913,805, 
4570618,734,13,479, 
112047624,564,351,566, 
67691008,374,707,256, 
15067500,210,175,410, 
406810677,959,447,949, 
5881491,861,9,759, 
3702685,889,85,49, 
12970692,171,86,882, 
153130824,837,847,216, 
105559352,127,971,856, 
110214795,359,485,633, 
154901376,448,513,674, 
40740570,949,405,106, 
331810794,789,646,651, 
49702500,423,940,125, 
16477890,167,253,390, 
547902720,956,960,597, 
185482360,287,856,755, 
482017840,760,674,941, 
303703345,827,607,605, 
2411640,42,435,132, 
25621540,365,109,644, 
45422874,401,261,434, 
17568000,144,610,200, 
12631476,221,132,433, 
10245312,132,126,616, 
79703820,366,915,238, 
255868826,593,487,886, 
13199760,378,194,180, 
104208264,774,694,194, 
57366225,855,355,189, 
51681168,236,924,237, 
92047536,998,252,366, 
68603496,806,123,692, 
91596312,999,146,628, 
41819250,925,411,110, 
61586793,387,233,683, 
32402524,308,931,113, 
182223756,897,418,486, 
2067744,14,181,816, 
425469792,744,634,902, 
416037384,756,711,774, 
51640320,768,328,205, 
147438490,967,790,193, 
198677886,363,967,566, 
37437400,935,91,440, 
16796592,708,36,659, 
80005770,610,247,531, 
677880,45,28,538, 
456554556,796,657,873, 
44513700,902,525,94, 
272469040,373,794,920, 
10069032,444,34,667, 
121181508,918,147,898, 
22892625,119,285,675, 
12123540,156,99,785, 
136953180,324,929,455, 
153605200,922,280,595, 
3422916,476,9,799, 
65407398,907,714,101, 
41132826,999,346,119, 
12717000,750,157,108, 
12889695,39,355,931, 
11539008,871,552,24, 
219511565,767,629,455, 
237786863,337,839,841, 
9169335,35,279,939, 
32989177,403,751,109, 
23966096,784,77,397, 
23472504,178,297,444, 
334545120,828,840,481, 
196697098,818,689,349, 
78276008,866,383,236, 
51035985,309,715,231, 
291816000,630,772,600, 
25639911,317,99,817, 
155200320,184,852,990, 
128346376,587,604,362, 
41660388,441,113,836, 
1869903,443,603,7, 
19299280,65,308,964, 
85244448,824,233,444, 
353509570,802,443,995, 
4353660,57,570,134, 
207331080,436,605,786, 
237197972,397,734,814, 
124311330,286,743,585, 
120665636,923,322,406, 
897766335,999,993,905, 
51240,30,244,7, 
180049770,807,335,666, 
67262640,940,534,134, 
93991800,138,700,973, 
58384970,595,602,163, 
53895170,398,511,265, 
81831309,723,133,851, 
73132059,343,429,497, 
44692074,261,189,906, 
3467739,233,33,451, 
14795624,92,842,191, 
1683500,26,250,259, 
70187121,213,369,893, 
3485020,292,77,155, 
117695250,425,362,765, 
183036880,785,247,944, 
14073816,146,554,174, 
20079900,810,670,37, 
5785305,15,409,943, 
292100490,879,570,583, 
31427900,973,323,100, 
151081920,990,304,502, 
283490640,690,901,456, 
489101340,938,573,910, 
109824,26,352,12, 
125487552,164,912,839, 
35053060,67,740,707, 
266882094,934,557,513, 
30102954,98,969,317, 
3124800,160,651,30, 
227877265,259,941,935, 
243788500,425,580,989, 
185355216,358,612,846, 
586822284,831,709,996, 
135896096,544,281,889, 
135673020,406,474,705, 
2661435,497,119,45, 
322189260,895,687,524, 
178741720,586,505,604, 
24668560,980,29,868, 
286400072,457,722,868, 
43490304,484,832,108, 
4782176,296,577,28, 
4109347,941,397,11, 
29850,6,5,995, 
52245000,516,375,270, 
286740972,804,777,459, 
23469600,350,176,381, 
81050760,840,151,639, 
2098980,135,46,338, 
30153200,440,178,385, 
15279792,673,258,88, 
145325180,455,476,671, 
11790240,385,132,232, 
136928344,718,973,196, 
11643645,39,355,841, 
87195230,305,641,446, 
64310598,302,239,891, 
12591100,415,370,82, 
93754080,262,994,360, 
123365430,465,289,918, 
360218340,830,486,893, 
389312632,641,961,632, 
146520495,285,577,891, 
11672100,655,594,30, 
739547820,940,891,883, 
12417141,363,79,433, 
120483584,883,164,832, 
110262750,645,526,325, 
301293776,857,688,511, 
481122180,957,735,684, 
91663200,240,878,435, 
69454910,386,485,371, 
12852147,287,649,69, 
1956528,72,42,647, 
250173798,703,687,518, 
54596880,307,260,684, 
573804,154,207,18, 
133447392,327,624,654, 
25723656,749,648,53, 
344781360,756,691,660, 
19242720,249,805,96, 
30680104,938,962,34, 
119249900,911,154,850, 
72136008,684,217,486, 
304384080,462,905,728, 
39190067,337,449,259, 
88037417,797,293,377, 
15536010,210,167,443, 
158938692,163,979,996, 
474319040,706,884,760, 
217154560,511,830,512, 
50727600,616,90,915, 
13560480,86,216,730, 
9882576,367,561,48, 
287267904,889,792,408, 
101757359,649,391,401, 
125766134,353,923,386, 
87354918,889,159,618, 
393617490,665,714,829, 
270337536,544,816,609, 
172214100,450,513,746, 
161838768,402,728,553, 
30093280,554,194,280, 
112508564,829,917,148, 
617791410,747,955,866, 
4459455,605,63,117, 
180969336,414,438,998, 
9734868,186,61,858, 
133957120,320,781,536, 
127784748,458,294,949, 
5149722,199,227,114, 
32774532,147,802,278, 
1512459,403,417,9, 
119736540,636,385,489, 
126960120,607,747,280, 
7675500,375,68,301, 
797328,48,21,791, 
44811360,66,690,984, 
253526518,511,718,691, 
42559704,561,327,232, 
48084840,510,194,486, 
73302190,295,503,494, 
164107080,954,470,366, 
65826750,237,505,550, 
1985360,230,166,52, 
9543040,310,52,592, 
284186329,749,469,809, 
21535400,580,790,47, 
36327330,509,610,117, 
320123223,441,853,851, 
4486950,13,390,885, 
16639885,305,89,613, 
6345696,228,98,284, 
6758213,869,77,101, 
541282000,943,700,820, 
93958864,653,368,391, 
36348102,723,114,441, 
33608607,201,271,617, 
496745760,978,560,907, 
526229390,983,799,670, 
8371264,184,88,517, 
41688210,795,157,334, 
12467270,131,614,155, 
24500160,705,64,543, 
246271361,553,491,907, 
37507440,232,951,170, 
97527360,280,631,552, 
269473050,707,825,462, 
3620544,436,12,692, 
55148940,495,692,161, 
2562840,7,565,648, 
43642942,547,139,574, 
14162040,60,837,282, 
127036632,591,388,554, 
97796160,396,315,784, 
63838530,278,567,405, 
15253888,104,712,206, 
205975224,637,998,324, 
400150080,743,544,990, 
68363163,159,909,473, 
7362124,44,287,583, 
461786640,646,777,920, 
59586324,97,994,618, 
49119936,136,596,606, 
49526769,321,557,277, 
18328940,140,413,317, 
10429902,23,531,854, 
11239454,89,542,233, 
594053460,858,735,942, 
19912096,998,43,464, 
9531324,66,639,226, 
5456880,159,44,780, 
119725940,631,358,530, 
754651505,955,989,799, 
329036190,795,518,799, 
83542411,151,787,703, 
60944070,242,489,515, 
22880,10,22,104, 
8218224,372,42,526, 
13001520,48,497,545, 
200688222,971,703,294, 
2949534,51,306,189, 
303175040,590,592,868, 
83263005,921,861,105, 
321579552,499,959,672, 
12707892,124,579,177, 
339035504,914,932,398, 
9772458,159,158,389, 
16645500,150,137,810, 
41457240,418,285,348, 
31680718,223,283,502, 
90270978,321,742,379, 
32380569,793,117,349, 
117380592,498,488,483, 
193878564,906,274,781, 
24815616,168,577,256, 
283964500,710,842,475, 
8456552,62,559,244, 
326151546,973,347,966, 
821988,118,54,129, 
176280839,259,827,823, 
17270892,426,174,233, 
34417368,131,801,328, 
348347130,929,431,870, 
526988220,930,599,946, 
33131392,112,359,824, 
75520368,616,834,147, 
29238732,74,729,542, 
15970500,175,135,676, 
209512764,852,801,307, 
266578340,971,742,370, 
11088018,641,961,18, 
355138432,748,802,592, 
86950800,332,582,450, 
640845920,962,757,880, 
246769888,334,757,976, 
4525334,173,319,82, 
72408798,154,801,587, 
136805760,812,260,648, 
397880,35,56,203, 
38943684,692,117,481, 
451076790,982,565,813, 
72969996,451,582,278, 
186662280,701,840,317, 
548187134,731,766,979, 
64817925,591,535,205, 
17058531,357,673,71, 
28310688,93,906,336, 
261219528,369,827,856, 
239575050,550,657,663, 
8129097,227,207,173, 
34892704,686,578,88, 
125621232,473,503,528, 
3395520,80,131,324, 
642218475,775,983,843, 
50074542,666,161,467, 
232553390,995,853,274, 
20217600,702,60,480, 
136761240,361,861,440, 
57967290,327,190,933, 
7523520,922,68,120, 
40605656,193,476,442, 
141575184,766,612,302, 
52365696,996,124,424, 
391288200,436,930,965, 
4479660,607,82,90, 
440107668,693,897,708, 
391709280,582,716,940, 
38162688,888,544,79, 
199707184,746,614,436, 
33229860,380,309,283, 
27114164,371,302,242, 
188188392,452,431,966, 
486675423,669,897,811, 
74118500,250,547,542, 
52994304,451,768,153, 
95483754,222,467,921, 
145006092,564,693,371, 
556709180,974,610,937, 
161272320,415,506,768, 
167246919,457,777,471, 
